property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P002990,"Victoria, Seychelles",beach,hotel,270,"24h check-in,beachfront,breakfast included,gym,pet friendly,pool,scooter rental,security,washer dryer,wifi,workspace","beach,family,island,luxury,romantic",1,2
P002991,"Santorini, Greece",beach,villa,295,"air conditioning,balcony,beachfront,parking,pet friendly,smart lock,tv","beach,beachfront,island,luxury,romantic",7,14
P002992,"Los Angeles, USA",beach,apartment,265,"air conditioning,balcony,fireplace,near metro,outdoor shower,parking,security,ski storage,smart lock,wifi","apartment,beach,city center,family,hiking,mid-range,mountain,nature,ocean view,pet-friendly,urban",1,2
P002993,"Calgary, Canada",mountain,cabin,170,"air conditioning,balcony,city view,elevator,fireplace,gym,hiking trails,hot tub,kitchen,near metro,security,smart lock,washer dryer","business,long stay,mid-range,mountain,nature,quiet,urban",2,4
P002994,"Reykjavik, Iceland",coast,loft,270,"balcony,beach access,blackout curtains,elevator,panoramic window,parking,pet friendly,sea view,security,wifi","beachfront,city center,coast,family,long stay,mid-range,northern lights,urban",1,3
P002995,"Lagos, Nigeria",beach,hotel,145,"24h check-in,beach access,city view,elevator,gym,near metro,ocean view,pet friendly,smart lock,tv,washer dryer,workspace","beach,beachfront,city center,hotel,luxury,pet-friendly,romantic,urban",1,3
P002996,"Tulum, Mexico",beach,condo,160,"24h check-in,breakfast included,elevator,gym,kitchen,ocean view,parking,washer dryer,wifi","beach,beachfront,mid-range,ocean view",1,3
P002997,"Mykonos, Greece",beach,bungalow,190,"24h check-in,air conditioning,beach access,beachfront,parking,pool,security,smart lock,tv,washer dryer,workspace","beach,island,mid-range,ocean view,romantic",2,5
P002998,"Nairobi, Kenya",nature,studio,90,"24h check-in,breakfast included,elevator,near metro,smart lock,wifi,workspace","budget,long stay,nature,pet-friendly,urban",1,1
P002999,"Riyadh, Saudi Arabia",urban,studio,150,"elevator,parking,pool,rooftop terrace,smart lock,tv,washer dryer,workspace","budget,desert,long stay,pet-friendly,studio,urban",1,1
P003000,"Busan, South Korea",beach,loft,160,"balcony,city view,elevator,gym,near metro,wifi,workspace","beach,city center,family,luxury,near metro,ocean view,urban",2,4
P003001,"Interlaken, Switzerland",mountain,guesthouse,70,"balcony,elevator,lake view,pet friendly,smart lock,washer dryer,wifi,workspace","lake,mid-range,mountain,quiet,ski",1,1
P003002,"Tokyo, Japan",urban,townhouse,205,"air conditioning,balcony,city view,elevator,near metro,parking,pet friendly,smart lock,tv,washer dryer","budget,long stay,near metro,urban",1,3
P003003,"Lima, Peru",coast,apartment,135,"balcony,city view,elevator,parking,pet friendly,smart lock,wifi","apartment,beachfront,coast,long stay,luxury,near metro,ocean view,urban",1,2
P003004,"Munich, Germany",urban,hotel,350,"24h check-in,balcony,breakfast included,gym,pet friendly,tv,wifi,workspace","business,city center,luxury,urban",1,2
P003005,"Sydney, Australia",beach,apartment,260,"24h check-in,air conditioning,elevator,kitchen,near metro,pet friendly,smart lock,workspace","beach,budget,business,long stay,ocean view,romantic,urban",3,6
P003006,"Istanbul, Turkey",waterfront,apartment,100,"24h check-in,balcony,breakfast included,elevator,kitchen,parking,pet friendly,security,washer dryer,water view","city center,long stay,mid-range,urban,waterfront",3,6
P003007,"Accra, Ghana",beach,guesthouse,120,"24h check-in,air conditioning,near metro,ocean view,outdoor shower,pet friendly,pool,security,tv,washer dryer,workspace","beach,beachfront,budget,business,near metro,romantic,urban",1,3
P003008,"Hanoi, Vietnam",urban,loft,55,"24h check-in,balcony,city view,kitchen,near metro,parking,pet friendly,washer dryer,wifi,workspace","budget,near metro,pet-friendly,urban",1,2
P003009,"Geneva, Switzerland",mountain,studio,330,"24h check-in,elevator,gym,near metro,parking,security,smart lock,washer dryer,wifi","hiking,lake,long stay,mid-range,mountain,pet-friendly,ski,urban",1,1
P003010,"Madrid, Spain",urban,apartment,130,"air conditioning,city view,elevator,gym,kitchen,near metro,parking,pet friendly,smart lock,wifi","business,city center,mid-range,urban",1,3
P003011,"Denver, USA",mountain,townhouse,170,"24h check-in,breakfast included,mountain view,security,smart lock,wifi","city center,hiking,luxury,mountain,near metro,ski,urban",2,5
P003012,"Abu Dhabi, UAE",beach,apartment,295,"beachfront,breakfast included,near metro,outdoor shower,parking,rooftop terrace,security,tv,workspace","beach,budget,desert,family,long stay,near metro,ocean view,urban",1,2
P003013,"Nairobi, Kenya",nature,hotel,130,"24h check-in,breakfast included,elevator,kitchen,near metro,pet friendly,security,smart lock,solar power,washer dryer","business,long stay,mid-range,nature,urban",1,3
P003014,"Los Angeles, USA",beach,villa,290,"breakfast included,elevator,gym,kitchen,mountain view,washer dryer","beach,hiking,luxury,mountain,nature,near metro,ocean view,pet-friendly,romantic,urban",6,13
P003015,"Goa, India",beach,villa,130,"breakfast included,pet friendly,security,smart lock,tv,workspace","beach,family,luxury,romantic",2,5
P003016,"Hamburg, Germany",waterfront,townhouse,210,"balcony,city view,elevator,near metro,pet friendly,security,smart lock,water view,workspace","business,long stay,luxury,urban,waterfront",3,6
P003017,"Rio de Janeiro, Brazil",beach,loft,110,"24h check-in,breakfast included,city view,elevator,gym,near metro,ocean view,parking,ski storage,tv,wifi,workspace","beach,loft,luxury,mountain,nature,near metro,ocean view,pet-friendly,romantic,ski,urban",2,5
P003018,"Oslo, Norway",fjord,loft,60,"24h check-in,balcony,city view,elevator,firepit,gym,hammocks,hiking trails,near metro,panoramic window,parking,sauna,security,smart lock,wifi","fjord,forest,hiking,mid-range,near metro,pet-friendly,quiet,urban",2,5
P003019,"Cancun, Mexico",beach,villa,225,"24h check-in,air conditioning,elevator,outdoor shower,smart lock,wifi,workspace","beach,family,mid-range,ocean view",6,13
P003020,"Athens, Greece",beach,apartment,170,"gym,security,smart lock,tv,wifi,workspace","beach,family,long stay,luxury,near metro,ocean view,urban",3,6
P003021,"Denpasar, Indonesia",beach,villa,285,"24h check-in,beachfront,breakfast included,kitchen,ocean view,outdoor shower,pool,scooter rental,security,tv,washer dryer","beach,beachfront,budget,island,romantic",4,8
P003022,"Hamburg, Germany",waterfront,houseboat,180,"24h check-in,balcony,breakfast included,elevator,near metro,parking,pet friendly,security,tv,washer dryer,water view","houseboat,long stay,mid-range,near metro,urban,waterfront",3,6
P003023,"Montreal, Canada",lake,townhouse,155,"air conditioning,dock,elevator,gym,kitchen,parking,sauna,smart lock,wifi,workspace","budget,city center,lake,long stay,urban",3,7
P003024,"Las Vegas, USA",urban,townhouse,215,"balcony,elevator,gym,kitchen,washer dryer,wifi","city center,desert,long stay,luxury,urban",3,6
P003025,"Quebec City, Canada",forest,chalet,140,"city view,elevator,firepit,hammocks,heritage building,hiking trails,kitchen,near metro,parking,tv,workspace","business,forest,hiking,historic,luxury,near metro,ski,urban",3,6
P003026,"Portland, USA",forest,guesthouse,130,"air conditioning,balcony,city view,firepit,hammocks,hiking trails,kitchen,near metro,parking,smart lock,tv,washer dryer","forest,guesthouse,hiking,long stay,luxury,pet-friendly,ski,urban",2,4
P003027,"Innsbruck, Austria",mountain,cabin,170,"balcony,boot warmers,breakfast included,elevator,gym,hot tub,mountain view,pet friendly,ski in/out,tv,washer dryer,wifi","cabin,hiking,luxury,mountain,nature,ski",3,6
P003028,"Kathmandu, Nepal",mountain,condo,70,"24h check-in,breakfast included,city view,elevator,fireplace,gym,hot tub,near metro,pet friendly,tv,wifi,workspace","business,luxury,mountain,near metro,quiet,ski,urban",2,5
P003029,"Doha, Qatar",beach,townhouse,235,"24h check-in,balcony,beachfront,elevator,near metro,parking,pool,shade courtyard,smart lock,tv,washer dryer,wifi","beach,budget,business,desert,ocean view,pet-friendly,romantic,urban",1,3
P003030,"Vienna, Austria",urban,condo,200,"smart lock,tv,washer dryer,wifi,workspace","long stay,mid-range,near metro,urban",2,5
P003031,"Istanbul, Turkey",waterfront,houseboat,100,"breakfast included,elevator,kitchen,security,tv","business,city center,houseboat,luxury,urban,waterfront",2,5
P003032,"Cappadocia, Turkey",mountain,chalet,185,"24h check-in,air conditioning,balcony,mountain view,parking,pet friendly,pool,shade courtyard,workspace","desert,historic,mid-range,mountain,quiet,ski",3,7
P003033,"Nice, France",beach,condo,175,"air conditioning,elevator,outdoor shower,parking,pet friendly,smart lock,wifi","beach,beachfront,business,family,mid-range,near metro,urban",3,6
P003034,"Portland, USA",forest,studio,100,"breakfast included,firepit,gym,hammocks,hiking trails,kitchen,pet friendly,smart lock,tv,wifi,workspace","business,forest,hiking,luxury,nature,near metro,studio,urban",1,2
P003035,"Vienna, Austria",urban,apartment,195,"air conditioning,balcony,breakfast included,elevator,gym,pet friendly","business,luxury,pet-friendly,urban",2,4
P003036,"Quebec City, Canada",forest,guesthouse,160,"city view,courtyard,elevator,gym,hammocks,kitchen,near metro,security,tv,washer dryer","business,forest,guesthouse,hiking,historic,long stay,mid-range,ski,urban",3,6
P003037,"Rome, Italy",urban,loft,195,"city view,elevator,near metro,parking,pet friendly,washer dryer,workspace","budget,near metro,pet-friendly,urban",2,5
P003038,"Accra, Ghana",beach,guesthouse,110,"air conditioning,balcony,breakfast included,city view,elevator,kitchen,near metro,ocean view,pet friendly,pool","beach,business,guesthouse,luxury,ocean view,pet-friendly,romantic,urban",2,4
P003039,"Sharjah, UAE",beach,resort,265,"24h check-in,beach access,elevator,gym,near metro,parking,pet friendly,pool,washer dryer","beach,budget,business,desert,long stay,ocean view,resort,romantic,urban",3,6
P003040,"Krakow, Poland",urban,guesthouse,135,"balcony,courtyard,elevator,heritage building,parking,security,smart lock,washer dryer,workspace","historic,long stay,mid-range,pet-friendly,urban",1,3
P003041,"Amman, Jordan",urban,studio,160,"balcony,breakfast included,city view,elevator,gym,near metro,wifi,workspace","budget,city center,desert,long stay,studio,urban",1,1
P003042,"Tokyo, Japan",urban,condo,240,"air conditioning,breakfast included,elevator,gym,kitchen,near metro,security,tv,washer dryer","city center,condo,long stay,mid-range,urban",2,5
P003043,"Istanbul, Turkey",waterfront,apartment,130,"24h check-in,air conditioning,balcony,breakfast included,elevator,security,smart lock,water view,wifi,workspace","city center,luxury,near metro,urban,waterfront",2,4
P003044,"Ho Chi Minh City, Vietnam",urban,condo,165,"24h check-in,breakfast included,near metro,tv,washer dryer,workspace","business,mid-range,pet-friendly,urban",1,2
P003045,"Budapest, Hungary",urban,apartment,175,"24h check-in,air conditioning,breakfast included,elevator,near metro,security,smart lock,tv,wifi,workspace","mid-range,near metro,pet-friendly,river,urban",1,3
P003046,"Naples, Italy",beach,loft,90,"24h check-in,balcony,beachfront,breakfast included,near metro,ocean view,outdoor shower,tv,washer dryer,workspace","beach,beachfront,budget,business,family,near metro,urban",2,5
P003047,"São Paulo, Brazil",urban,hotel,225,"24h check-in,city view,elevator,gym,kitchen,near metro,parking","budget,business,long stay,urban",1,1
P003048,"Calgary, Canada",mountain,townhouse,160,"air conditioning,balcony,elevator,fireplace,mountain view,security,tv,wifi,workspace","budget,hiking,long stay,mountain,nature,near metro,urban",3,7
P003049,"Bogotá, Colombia",mountain,guesthouse,115,"24h check-in,balcony,city view,gym,hiking trails,kitchen,security,ski storage,smart lock,wifi","long stay,mid-range,mountain,near metro,quiet,ski,urban",2,5
P003050,"Quebec City, Canada",forest,cabin,210,"breakfast included,courtyard,elevator,heritage building,near metro,parking,pet friendly,rooftop terrace,smart lock,tv,washer dryer","business,forest,historic,luxury,pet-friendly,quiet,ski,urban",1,3
P003051,"Phuket, Thailand",beach,villa,190,"24h check-in,breakfast included,gym,kitchen,security,tv,washer dryer","beach,beachfront,island,luxury,romantic",6,13
P003052,"San Francisco, USA",coast,guesthouse,200,"air conditioning,balcony,beach access,parking,pet friendly,pool,sea view,smart lock,tv","beachfront,business,city center,coast,mid-range,ocean view,urban",1,3
P003053,"Mexico City, Mexico",urban,hotel,170,"city view,elevator,near metro,parking,security,smart lock,washer dryer,workspace","business,city center,hotel,mid-range,urban",1,2
P003054,"Barcelona, Spain",beach,bungalow,200,"24h check-in,air conditioning,breakfast included,city view,elevator,kitchen,near metro,ocean view,outdoor shower,pool,smart lock,tv,washer dryer","beach,budget,family,long stay,pet-friendly,romantic,urban",3,6
P003055,"Portland, USA",forest,condo,225,"24h check-in,breakfast included,elevator,kitchen,smart lock,tv,wifi","city center,condo,forest,hiking,luxury,nature,pet-friendly,urban",2,5
P003056,"Doha, Qatar",beach,hotel,225,"24h check-in,air conditioning,balcony,pet friendly,pool,security,shade courtyard,tv,washer dryer","beach,budget,city center,desert,family,long stay,ocean view,urban",1,2
P003057,"Miami, USA",beach,guesthouse,180,"breakfast included,city view,elevator,parking,smart lock,tv,washer dryer,wifi","beach,beachfront,budget,city center,pet-friendly,romantic,urban",1,3
P003058,"Hong Kong, China",beach,hotel,300,"beachfront,city view,fireplace,gym,hiking trails,hot tub,kitchen,parking,pet friendly,smart lock,tv","beach,beachfront,business,hiking,long stay,mid-range,mountain,ocean view,quiet,urban",1,1
P003059,"Barcelona, Spain",beach,apartment,140,"24h check-in,balcony,gym,kitchen,pet friendly,smart lock,tv,wifi","beach,beachfront,business,family,mid-range,near metro,urban",2,5
P003060,"San Juan, Puerto Rico",beach,hotel,165,"balcony,breakfast included,city view,elevator,parking,smart lock,tv,workspace","beach,budget,business,family,long stay,romantic,urban",1,3
P003061,"Rio de Janeiro, Brazil",beach,studio,145,"24h check-in,beach access,breakfast included,elevator,kitchen,mountain view,outdoor shower,pet friendly,pool,smart lock","beach,beachfront,city center,hiking,mid-range,mountain,pet-friendly,romantic,ski,urban",1,1
P003062,"Madrid, Spain",urban,hotel,170,"air conditioning,balcony,breakfast included,elevator,parking,security","budget,city center,pet-friendly,urban",2,4
P003063,"Rio de Janeiro, Brazil",beach,hotel,175,"24h check-in,beach access,city view,elevator,gym,kitchen,near metro,outdoor shower,pool,security,washer dryer,wifi","beach,business,city center,mid-range,mountain,nature,ocean view,romantic,ski,urban",1,1
P003064,"Geneva, Switzerland",mountain,hotel,300,"balcony,dock,elevator,gym,lake view,sauna,security,smart lock,tv,washer dryer","business,city center,hiking,lake,mid-range,mountain,ski,urban",1,3
P003065,"Tokyo, Japan",urban,guesthouse,125,"24h check-in,air conditioning,balcony,breakfast included,elevator,kitchen,pet friendly,smart lock,workspace","guesthouse,long stay,luxury,pet-friendly,urban",2,5
